Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;latitude;longitude;Etat_num;quartier;jours_hors_service;hors_service_Xj;score_performance;nb_incidents_30j;multi_incidents_30j;distance_centre
BP;10548;Banque De Savoie;2600;Thonon-Les-Bains/02600;13  AVENUE DU GENERAL DE GAULLE;THONON;74200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.369611;6.47588;;Autre;;;;;;414.2973436228922
CE;13485;Ce Languedoc-Roussillon;133;Milhaud/00133;4 PLACE CASTELLAS;MILHAUD;30540.0;Interne;;Udv;disponible;43.789988;4.309164;;Autre;;;;;;582.360921388154
CE;13485;Ce Languedoc-Roussillon;142;Quissac/00142;32 AVENUE DU 11 NOVEMBRE 1918;QUISSAC;30260.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.909988;4.001307;;Autre;;;;;;563.6822378470279
CE;13485;Ce Languedoc-Roussillon;142;Quissac/00142;32 AVENUE DU 11 NOVEMBRE 1918;QUISSAC;30260.0;Interne;;Udv;disponible;43.909988;4.001307;;Autre;;;;;;563.6822378470279
BP;16807;Bp Auvergne Rhone Alpes;537;Forez Montrond Les Bains/00537;4 AVENUE DES SOURCES;MONTROND LES BAINS;42210.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.644055;4.231293;;Autre;;;;;;383.6959072997981
BP;16807;Bp Auvergne Rhone Alpes;419;Villeurb.Charpennes/00419;8 AVENUE CONDORCET;VILLEURBANNE;69100.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.778359;4.866462;;Lyon;;;;;;390.6466985931501
CE;13485;Ce Languedoc-Roussillon;89;Ales Allemandes/00089;CENTRE COMMERCIAL LES ALLEMANDES;ALES;30100.0;Sas;TLJ {06:00-23:00};Gdv;hors service;44.121559;4.102388;;Autre;;;;;;542.5851163806051
CE;13485;Ce Languedoc-Roussillon;89;Ales Allemandes/00089;CENTRE COMMERCIAL LES ALLEMANDES;ALES;30100.0;Dans La Rue;TLJ {00:00-23:59};Gab;hors service;44.121559;4.102388;;Autre;;;;;;542.5851163806051
CE;13485;Ce Languedoc-Roussillon;89;Ales Allemandes/00089;CENTRE COMMERCIAL LES ALLEMANDES;ALES;30100.0;Interne;;Udv;disponible;44.121559;4.102388;;Autre;;;;;;542.5851163806051
CE;13485;Ce Languedoc-Roussillon;289;Marsillargues/00289;7 BOULEVARD GABRIEL PERI;MARSILLARGUES;34590.0;Interne;;Udv;disponible;43.665119;4.176555;;Autre;;;;;;593.3394272620063
CE;13485;Ce Languedoc-Roussillon;289;Marsillargues/00289;7 BOULEVARD GABRIEL PERI;MARSILLARGUES;34590.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.665119;4.176555;;Autre;;;;;;593.3394272620063
CE;13485;Ce Languedoc-Roussillon;547;Jacou/00547;4 AVENUE DE VENDARGUES;JACOU;34830.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.659577;3.905456;;Autre;;;;;;589.3732101016768
CE;13485;Ce Languedoc-Roussillon;547;Jacou/00547;4 AVENUE DE VENDARGUES;JACOU;34830.0;Interne;;Udv;disponible;43.659577;3.905456;;Autre;;;;;;589.3732101016768
CE;13485;Ce Languedoc-Roussillon;109;Generac/00109;RUE DU PRESBYTERE;GENERAC;30150.0;Dans La Rue;TLJ {00:00-23:59};Gdv;hors service;44.025114;4.791498;;Autre;;;;;;568.1074262160662
CE;13485;Ce Languedoc-Roussillon;109;Generac/00109;RUE DU PRESBYTERE;GENERAC;30150.0;Interne;;Udv;disponible;44.025114;4.791498;;Autre;;;;;;568.1074262160662
CE;17515;Ce Ile-De-France;8;Paris Cadet/00008;17 RUE CADET;PARIS;75009.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.876051;2.343742;;Paris;;;;;;2.9326877998044036
BP;16807;Bp Auvergne Rhone Alpes;418;Saint Fons/00418;41 RUE CARNOT;SAINT-FONS;69190.0;Sas;TLJ {06:00-22:00};Gab;;45.708097;4.859501;;Lyon;;;;;;397.30345807097535
BP;16807;Bp Auvergne Rhone Alpes;423;St Didier Au Mont D Or/00423;47 AV DE LA REPUBLIQUE;SAINT-DIDIER;69370.0;Sas;TLJ {06:00-22:00};Gab;disponible;45.810979;4.798355;;Lyon;;;;;;384.96840467127987
CE;13485;Ce Languedoc-Roussillon;276;Saint Gely Du Fesc/00276;185 RUE DE COULONDRES;SAINT-GELY-DU-FESC;34980.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.694646;3.807451;;Autre;;;;;;584.0607322174519
CE;14445;Ce Bretagne-Pays De Loire;22379;Malestroit/22379;4 RUE DE LA SAULNERIE;MALESTROIT;56140.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.810143;-2.382728;;Autre;;;;;;368.41142673210624
CE;17515;Ce Ile-De-France;21;Paris Commerce/00021;76 RUE DU COMMERCE;PARIS;75015.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.845202;2.294114;;Paris;;;;;;4.124023290755011
CE;17515;Ce Ile-De-France;118;Paris Sebastopol/00118;88 ET 90 BOULEVARD DE SEBASTOPOL;PARIS;75003.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.865885;2.352569;;Paris;;;;;;1.7763021849995262
CE;17515;Ce Ile-De-France;118;Paris Sebastopol/00118;88 ET 90 BOULEVARD DE SEBASTOPOL;PARIS;75003.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};Udv;disponible;48.865885;2.352569;;Paris;;;;;;1.7763021849995262
CE;17515;Ce Ile-De-France;169;Villeneuve La Garenne/00169;235 BOULEVARD GALLIENI;VILLENEUVE-LA-GARENNE;92390.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.935221;2.332688;;Autre;;;;;;9.560288863643777
CE;17515;Ce Ile-De-France;258;Draveil/00258;216 BOULEVARD HENRI BARBUSSE;DRAVEIL;91210.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.68547;2.408584;;Autre;;;;;;18.791980966965102
CE;17515;Ce Ile-De-France;272;Sucy En Brie/00272;7 RUE DU TEMPLE;SUCY-EN-BRIE;94370.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};Udv;disponible;48.770677;2.520544;;Autre;;;;;;15.289279646773021
CE;17515;Ce Ile-De-France;543;Livry Gargan/00543;3 AVENUE DU CONSUL GENERAL NORDLING;LIVRY-GARGAN;93190.0;Sas;TLJ {06:00-22:00};Gvv;hors service;48.91878;2.537094;;Autre;;;;;;15.672923108874159
CE;17515;Ce Ile-De-France;558;Noisy Le Grand Arcades/00558;CENTRE COMMERCIALLES ARCADES;NOISY-LE-GRAND;93160.0;Interne;Lun au Sam {08:30-22:00};Gdv;disponible;48.840113;2.546596;;Autre;;;;;;14.428268825634923
CE;17515;Ce Ile-De-France;570;Saint Gratien/00570;9 RUE DU GENERAL LECLERCCENTRE COMMERCIAL LE FORUM;SAINT-GRATIEN;95210.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};Udv;disponible;48.9683;2.28769;;Autre;;;;;;13.920290497103483
CE;14445;Ce Bretagne-Pays De Loire;614;Allonnes 72/00614;COURS MOZART;ALLONNES;72700.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.96976;0.161176;;Autre;;;;;;188.8841596130758
CE;14445;Ce Bretagne-Pays De Loire;615;Arnage/00615;46 AVENUE DE LA PAIX;ARNAGE;72230.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;47.925343;0.186835;;Autre;;;;;;189.95324961884234
CE;13485;Ce Languedoc-Roussillon;112;Vauvert/00112;14 RUE DE LA REPUBLIQUE;VAUVERT;30600.0;Interne;;Cge;disponible;43.69263;4.274971;;Autre;;;;;;592.1985836257264
CE;17515;Ce Ile-De-France;209;Etrechy/00209;8B PLACE DU 19 MARS 1962 PARKING DU CENT;ETRECHY;91580.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.488318;2.188594;;Autre;;;;;;41.92739616106676
CE;14445;Ce Bretagne-Pays De Loire;376;Cande/00376;3 PLACE NATIONALE;CANDE;49440.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.559021;-1.038434;;Autre;;;;;;289.2073950081172
CE;17515;Ce Ile-De-France;520;Deuil La Barre/00520;3A RUE VICTOR LABARRIERE;DEUIL-LA-BARRE;95170.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.973136;2.326167;;Autre;;;;;;13.802431598111587
CE;14445;Ce Bretagne-Pays De Loire;22001;Brest Reveillere/22001;AVENUE AMIRAL REVEILLERE;BREST;29200.0;Interne;TLJ {00:00-23:59};Gab;disponible;48.386533;-4.484544;;Autre;;;;;;504.8559536679384
CE;14445;Ce Bretagne-Pays De Loire;22276;Pleurtuit/22276;10 RUE DE DINARD;PLEURTUIT;35730.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.579953;-2.058866;;Autre;;;;;;324.8097100416095
CE;14445;Ce Bretagne-Pays De Loire;22374;La Roche Bernard/22374;35 RUE SAINT JAMES;LA ROCHE-BERNARD;56130.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.519446;-2.300091;;Autre;;;;;;375.0687245221197
CE;14445;Ce Bretagne-Pays De Loire;22028;Lannilis/22028;2 PLACE DE L'AUDITOIRE;LANNILIS;29870.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.569178;-4.52117;;Autre;;;;;;504.9643808974845
CE;14445;Ce Bretagne-Pays De Loire;22246;Thorigne Fouillard/22246;11 ALLEE DU MARCHE;THORIGNE-FOUILLARD;35235.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.155906;-1.581074;;Autre;;;;;;299.69268619379693
CE;14445;Ce Bretagne-Pays De Loire;22242;Argentre Du Plessis/22242;13 RUE ALAIN D ARGENTRE;ARGENTRE-DU-PLESSIS;35370.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.056992;-1.149947;;Autre;;;;;;272.7284280439227
CE;14445;Ce Bretagne-Pays De Loire;22317;Plouay/22317;PLACE DU MARCHE;PLOUAY;56240.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.91446;-3.333647;;Autre;;;;;;432.32670187218145
BP;10548;Banque De Savoie;1281;Les Saisies/01281;LE GRAND MONT;HAUTELUCE;73620.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.749702;6.583978;;Autre;;;;;;469.72725920577204
CE;13485;Ce Languedoc-Roussillon;71;Saint Ambroix/00071;PLACE DE L ESPLANADE;SAINT-AMBROIX;30500.0;Interne;;Udv;disponible;44.260369;4.195672;;Autre;;;;;;529.4528735097301
CE;13485;Ce Languedoc-Roussillon;88;Ales Stalingrad/00088;AVENUE DE STALINGRAD;ALES;30100.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;44.124862;4.087525;;Autre;;;;;;541.9485579503109
BP;16807;Bp Auvergne Rhone Alpes;340;Jaude/00340;37 BIS PLACE JAUDE;CLERMONT-FERRAND;63000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;45.775913;3.082771;;Autre;;;;;;346.2533083365266
CE;13485;Ce Languedoc-Roussillon;215;Lamalou/00215;27 AVENUE CHARCOT;LAMALOU-LES-BAINS;34240.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.593056;3.082293;;Autre;;;;;;587.2459452185038
CE;13485;Ce Languedoc-Roussillon;604;Castelnau Europe/00604;1134 AVENUE DE L EUROPE;CASTELNAU-LE-LEZ;34170.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.631342;3.90914;;Autre;;;;;;592.5109565068872
CE;13485;Ce Languedoc-Roussillon;91;Saint Christol Les Ales/00091;97 AVENUE DE CAMPELLO;SAINT-CHRISTOL-LES-ALES;30380.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;44.08325;4.075384;;Autre;;;;;;546.2221648353709
CE;13485;Ce Languedoc-Roussillon;190;Capestang/00190;1 PLACE DES MARTYRS;CAPESTANG;34310.0;Interne;;Udv;disponible;43.329177;3.04398;;Autre;;;;;;616.2082625000963
CE;13485;Ce Languedoc-Roussillon;131;Nimes Mas Verdier/00131;1750 BOULEVARD ALLENDE;NIMES;30000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.83276;4.384398;;Autre;;;;;;579.2786220372464
CE;14445;Ce Bretagne-Pays De Loire;133;Savenay/00133;24 PLACE DE L HOTEL DE VILLE;SAVENAY;44260.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.358984;-1.943874;;Autre;;;;;;359.28923121621074
CE;14445;Ce Bretagne-Pays De Loire;160;Carquefou/00160;2 PLACE SAINT PIERRE;CARQUEFOU;44470.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.297137;-1.49231;;Autre;;;;;;333.57254972154874
CE;14445;Ce Bretagne-Pays De Loire;590;Mulsanne/00590;PLACE JEAN MOULIN;MULSANNE;72230.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.906912;0.245983;;Autre;;;;;;187.4581855172373
CE;13485;Ce Languedoc-Roussillon;326;Perpignan Castillet/00326;1 BOULEVARD WILSON;PERPIGNAN;66000.0;Sas;TLJ {06:00-23:00};Gdv;disponible;42.701362;2.894282;;Autre;;;;;;684.9939911548261
CE;13485;Ce Languedoc-Roussillon;108;Beaucaire/00108;2 BOULEVARD MARECHAL FOCH;BEAUCAIRE;30300.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.807003;4.638547;;Autre;;;;;;587.5686631457187
CE;13485;Ce Languedoc-Roussillon;75;Saint Jean Du Gard/00075;AVENUE RENE BOUDON;SAINT-JEAN-DU-GARD;30270.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;44.104491;3.884332;;Autre;;;;;;540.5660521571643
CE;14445;Ce Bretagne-Pays De Loire;442;Bonnetable/00442;9 RUE DU MARECHAL JOFFRE;BONNETABLE;72110.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.178273;0.426097;;Autre;;;;;;160.18603685570795
CE;17515;Ce Ile-De-France;12;Paris Republique/00012;136 AVENUE PARMENTIER;PARIS;75011.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.868989;2.371969;;Paris;;;;;;2.6535498979485945
CE;17515;Ce Ile-De-France;111;Paris Louvre/00111;19 RUE DU LOUVRE;PARIS;75001.0;Interne;Mar au Ven {09:15-12:45 13:45-17:30} Sam {09:15-13:00 13:00-16:00};Gdv;disponible;48.864713;2.342624;;Paris;;;;;;1.7227081915679436
CE;14445;Ce Bretagne-Pays De Loire;370;Sille Le Guillaume/00370;1 RUE DU COQ HARDI;SILLE-LE-GUILLAUME;72140.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.183674;-0.129096;;Autre;;;;;;197.04650030462668
CE;13485;Ce Languedoc-Roussillon;119;Bellegarde/00119;ROUTE DE BEAUCAIRE;BELLEGARDE;30127.0;Dans La Rue;TLJ {00:00-23:59};Gab;hors service;43.756697;4.517596;;Autre;;;;;;590.2519248980793
CE;13485;Ce Languedoc-Roussillon;119;Bellegarde/00119;ROUTE DE BEAUCAIRE;BELLEGARDE;30127.0;Interne;;Udv;disponible;43.756697;4.517596;;Autre;;;;;;590.2519248980793
CE;13485;Ce Languedoc-Roussillon;135;Bagnols Le Mail/00135;AVENUE LEON BLUM;BAGNOLS-SUR-CEZE;30200.0;Interne;;Cge;disponible;44.163153;4.617428;;Autre;;;;;;549.21706503194
CE;13485;Ce Languedoc-Roussillon;135;Bagnols Le Mail/00135;AVENUE LEON BLUM;BAGNOLS-SUR-CEZE;30200.0;Sas;TLJ {06:00-23:00};Gdv;disponible;44.163153;4.617428;;Autre;;;;;;549.21706503194
CE;17515;Ce Ile-De-France;524;Eragny Sur Oise/00524;PLACE DU MARCHE;ERAGNY;95610.0;Sas;TLJ {06:00-22:00};Gdv;disponible;49.020359;2.116646;;Autre;;;;;;25.48302264164383
CE;17515;Ce Ile-De-France;613;Versailles Porchefontaine/00613;1 RUE COSTE;VERSAILLES;78000.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.796386;2.154471;;Autre;;;;;;15.506297247954002
CE;17515;Ce Ile-De-France;522;Eaubonne/00522;10 AVENUE DE L EUROPE;EAUBONNE;95600.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.99146;2.275891;;Autre;;;;;;16.6355726901085
CE;13485;Ce Languedoc-Roussillon;113;Marguerittes/00113;19 AVENUE FERDINAND PERTUS;MARGUERITTES;30320.0;Sas;TLJ {06:00-23:00};Gdv;service dégradé;43.860833;4.443982;;Autre;;;;;;577.5148228391052
CE;13485;Ce Languedoc-Roussillon;332;Prades/00332;34 ALLEE ARAGO;PRADES;66500.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;42.618417;2.423133;;Autre;;;;;;692.9435664701556
CE;17515;Ce Ile-De-France;274;Vigneux Sur Seine/00274;2 RUE ROGER SALENGRO;VIGNEUX-SUR-SEINE;91270.0;Dans La Rue;TLJ {00:00-23:59};Gab;hors service;48.7033;2.431273;;Autre;;;;;;17.36543102115933
CE;17515;Ce Ile-De-France;88;Alfortville/00088;143 RUE PAUL VAILLANT COUTURIER;ALFORTVILLE;94140.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.807525;2.418091;;Autre;;;;;;6.86660372039733
CE;17515;Ce Ile-De-France;56;Choisy Le Roi/00056;4 AVENUE ANATOLE FRANCE;CHOISY-LE-ROI;94600.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.764857;2.409555;;Autre;;;;;;10.42373342855425
CE;17515;Ce Ile-De-France;510;Sartrouville Gare/00510;52 AVENUE JEAN JAURES;SARTROUVILLE;78500.0;Sas;TLJ {06:00-22:00};Gvv;service dégradé;48.939908;2.159297;;Autre;;;;;;17.1552502654554
CE;13485;Ce Languedoc-Roussillon;105;Nimes Guizot/00105;10 RUE GUIZOT;NIMES;30000.0;Sas;TLJ {06:00-23:00};Gdv;hors service;43.839895;4.358251;;Autre;;;;;;577.9749882353683
CE;14445;Ce Bretagne-Pays De Loire;22217;Rennes Binquenais/22217;30  BOULEVARD  OSCAR LEROUX;RENNES;35200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.0911;-1.665545;;Autre;;;;;;307.7867421965971
CE;14445;Ce Bretagne-Pays De Loire;22203;Rennes Oberthur/22203;125 RUE DE PARIS;RENNES;35000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.114608;-1.657951;;Autre;;;;;;306.4755999630568
CE;14445;Ce Bretagne-Pays De Loire;22216;Rennes Leon Bourgeois/22216;2 BOULEVARD LEON BOURGEOIS;RENNES;35000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.098083;-1.655133;;Autre;;;;;;306.8170493520904
BP;18707;Bp Val De France;71;Les Essarts Le Roi/00071;25 RUE 11NOVEMBRE;LES ESSARTS LE ROI;78690.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;48.717814;1.894244;;Autre;;;;;;36.48338405737051
BP;18707;Bp Val De France;36;Rueil-Montbrison/00036;88 A.18 JUIN 40;RUEIL MALMAISON;92500.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.867595;2.196557;;Autre;;;;;;11.394653044762212
BP;18707;Bp Val De France;49;Meudon Centre/00049;35 RUE DE LA REPUBLIQUE;MEUDON;92190.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;48.808107;2.236142;;Autre;;;;;;9.547925404650298
BP;18707;Bp Val De France;47;Poissy/00047;37 RUE DU GENERAL DE GAULLE;POISSY;78300.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.930817;2.040976;;Autre;;;;;;24.314574384556714
BP;18707;Bp Val De France;78;Orsay/00078;7 RUE ARCHANGE;ORSAY;91400.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;48.698236;2.187231;;Autre;;;;;;20.665219712898562
BP;18707;Bp Val De France;232;Olivet Artois/00232;183  RUE D'ARTOIS;OLIVET;45160.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.843549;1.91596;;Autre;;;;;;116.41791224293175
BP;18707;Bp Val De France;611;Tours Velpeau/00611;27  PLACE VELPEAU;TOURS;37000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.386696;0.703079;;Autre;;;;;;203.51243258451302
BP;18707;Bp Val De France;611;Tours Velpeau/00611;27  PLACE VELPEAU;TOURS;37000.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;47.386696;0.703079;;Autre;;;;;;203.51243258451302
BP;18707;Bp Val De France;67;Neauphle Le Ch/00067;8 PLACE DU MARCHE;NEAUPHLE LE CHATEAU;78640.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;48.813726;1.900215;;Autre;;;;;;33.168745991954154
BP;18707;Bp Val De France;138;Triel Sur Seine/00138;192 AVENUE PAUL DOUMER;TRIEL SUR SEINE;78510.0;Dans La Rue;TLJ {00:00-23:59};Gab;hors service;48.980869;2.003437;;Autre;;;;;;29.207940952138763
BP;18707;Bp Val De France;641;Sainte Maure De Touraine/00641;107  RUE DU DOCTEURUE PATRY;SAINTE MAURE DE TOURAINE;37800.0;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 14:45-17:45} Sam {08:30-12:00};Dvv;disponible;47.111698;0.619077;;Autre;;;;;;232.2778871316218
BP;18707;Bp Val De France;722;Poitiers Nantes/00722;243  AVENUE DE NANTES;POITIERS;86000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.590011;0.329691;;Autre;;;;;;293.21922405432684
BP;18707;Bp Val De France;711;Poitiers Grand Sud/00711;204  AVENUE DU 8 MAI 1945;POITIERS;86000.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Gab;disponible;46.557916;0.311038;;Autre;;;;;;297.02067071980235
BP;18707;Bp Val De France;570;Bourges Cathedrale/00570;16 RUE MOYENNE;BOURGES;18000.0;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:30} Jeu {08:30-12:30 14:45-17:30} Sam {08:30-12:30};Dvv;disponible;47.083797;2.395693;;Autre;;;;;;196.4222639208866
BP;18707;Bp Val De France;512;Aubigny Sur Nere/00512;15  RUE DU CHARBON;AUBIGNY-SUR-NERE;18700.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.489239;2.439402;;Autre;;;;;;151.4548705211565
BP;18707;Bp Val De France;40;Fontenay Le Fleury/00040;1 AV.H POINCARE;FONTENAY LE FLEURY;78330.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.814316;2.051546;;Autre;;;;;;22.203034951801786
BP;18707;Bp Val De France;37;Anet/00037;18R.D. POITIERS;ANET;28260.0;Interne;Mar et Mer et Ven {08:45-12:30 13:45-18:00} Jeu {08:45-12:30 14:45-18:00} Sam {08:45-12:15};Dvv;disponible;48.856541;1.439094;;Autre;;;;;;66.65010598567244
BP;18707;Bp Val De France;771;Blere/00771;1 PLACE CHARLES BIDAULT;BLERE;37150.0;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 14:45-17:45} Sam {08:30-12:00};Dvv;disponible;47.3284;0.991659;;Autre;;;;;;196.98372742352046
CE;13485;Ce Languedoc-Roussillon;198;Serignan/00198;126 ALLEE DE LA REPUBLIQUE;SERIGNAN;34410.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.281866;3.280097;;Autre;;;;;;623.2787941862036
CE;13485;Ce Languedoc-Roussillon;198;Serignan/00198;126 ALLEE DE LA REPUBLIQUE;SERIGNAN;34410.0;Sas;TLJ {06:00-23:00};Dvv;disponible;43.281866;3.280097;;Autre;;;;;;623.2787941862036
CE;13485;Ce Languedoc-Roussillon;167;Vias/00167;3 RUE DOCTEURUE MARES;VIAS;34450.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.315274;3.420647;;Autre;;;;;;620.9303714670275
BP;18707;Bp Val De France;213;Amilly/00213;580 RUE SAINT FIRMIN;AMILLY;45200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.976736;2.738368;;Autre;;;;;;101.24444169565345
CE;13485;Ce Languedoc-Roussillon;192;Valras/00192;6 BOULEVARD GAMBETTA;VALRAS-PLAGE;34350.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.247064;3.292795;;Autre;;;;;;627.2380704075964
CE;13485;Ce Languedoc-Roussillon;192;Valras/00192;6 BOULEVARD GAMBETTA;VALRAS-PLAGE;34350.0;Interne;;Udv;disponible;43.247064;3.292795;;Autre;;;;;;627.2380704075964
BP;18707;Bp Val De France;74;Luce/00074;39 R.REPUBLIQUE;LUCE;28110.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.439784;1.46439;;Autre;;;;;;79.46037878099655
CE;13485;Ce Languedoc-Roussillon;277;Montpellier Mosson 2/00277;AVENUE DE BOLOGNE;MONTPELLIER;34080.0;Interne;;Udv;disponible;43.623311;3.81757;;Autre;;;;;;592.0083511978316
BP;18707;Bp Val De France;410;Pithiviers/00410;11  RUE COURONNE;PITHIVIERS;45300.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.172816;2.255109;;Autre;;;;;;75.62314921515139
CE;13485;Ce Languedoc-Roussillon;269;Le Cres/00269;8 AVENUE JOSEPH REBOUL;LE CRES;34920.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.645566;3.938186;;Autre;;;;;;591.4148684655011
CE;13485;Ce Languedoc-Roussillon;269;Le Cres/00269;8 AVENUE JOSEPH REBOUL;LE CRES;34920.0;Interne;;Cge;disponible;43.645566;3.938186;;Autre;;;;;;591.4148684655011
CE;13485;Ce Languedoc-Roussillon;283;Lattes/00283;7 GRAND PLACE D ARAGON;LATTES;34970.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.570022;3.904154;;Autre;;;;;;599.1264832036472
CE;13485;Ce Languedoc-Roussillon;490;Lunel Les Portes De La Mer/00490;94 AVENUE DES 4 SAISONSCENTRE COMMERCIAL;LUNEL;34400.0;Interne;;Udv;disponible;43.676778;4.116164;;Autre;;;;;;590.9959393113943
CE;13485;Ce Languedoc-Roussillon;334;Elne/00334;95 ROUTE NATIONALE;ELNE;66200.0;Dans La Rue;TLJ {00:00-23:59};Gdv;hors service;42.601479;2.970445;;Autre;;;;;;696.4641739812166
CE;13485;Ce Languedoc-Roussillon;334;Elne/00334;95 ROUTE NATIONALE;ELNE;66200.0;Interne;;Udv;disponible;42.601479;2.970445;;Autre;;;;;;696.4641739812166
CE;13485;Ce Languedoc-Roussillon;210;Saint Andre De Sangonis/00210;23 COURS DE LA PLACE;SAINT-ANDRE-DE-SANGONIS;34725.0;Interne;;Udv;disponible;43.649008;3.503217;;Autre;;;;;;585.0628675022228
