Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Bp,13507,Bp Du Nord,64,Hesdin/00064,17 RUE D'ARRAS,Hesdin,62140.0,Interne,Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00} Sam {09:00-12:15},Gab,disponible,"50.374089, 2.039295",50.374089,2.039295
Bp,13507,Bp Du Nord,34,Le Crotoy Credit Maritime/00034,28 RUE PORTE DU PONT,Le Crotoy,80550.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.215466, 1.626051",50.215466,1.626051
Bp,13507,Bp Du Nord,117,Lens Lanoy/00117,14 RUE RENE LANOY,Lens,62300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.430287, 2.833527",50.430287,2.833527
Bp,13507,Bp Du Nord,104,Tourcoing/00104,13 PLACE DE LA REPUBLIQUE,Tourcoing,59200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.721642, 3.158504",50.721642,3.158504
Bp,13507,Bp Du Nord,5,Vendin - Lens 2/00005,2 ROUTE DE LA BASSEE,Vendin Le Vieil,62880.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.461331, 2.815225",50.461331,2.815225
Bp,16807,Bp Auvergne Rhone Alpes,300,Clermont Les Arcades/00300,14 BOULEVARD DESAIX,Clermont-Ferrand,63000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.776925, 3.083831",45.776925,3.083831
Ce,16275,Ce Hauts De France,59867,Villeneuve D Ascq V2/59867,10 PLACE SALVADORUE ALLENDE,Villeneuve-D'Ascq,59650.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.623401, 3.151952",50.623401,3.151952
Ce,16275,Ce Hauts De France,59661,Armentieres/59661,5 ET 7 RUE DE DUNKERQUE,Armentieres,59280.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.6887, 2.88026",50.6887,2.88026
Ce,16275,Ce Hauts De France,59640,Wattignies/59640,225 AVENUE CLEMENCEAU,Wattignies,59139.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.59451, 3.052399",50.59451,3.052399
Ce,16275,Ce Hauts De France,59603,Lille Cormontaigne/59603,21 PLACE CORMONTAIGNE,Lille,59000.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.625729, 3.04008",50.625729,3.04008
Ce,16275,Ce Hauts De France,59627,Hellemmes/59627,233 RUE ROGERUE SALENGRO HELLEMMES,Lille,59260.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.626251, 3.111622",50.626251,3.111622
Ce,16275,Ce Hauts De France,59412,Coudekerque Branche/59412,18 RUE PASTEUR,Coudekerque-Branche,59210.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"51.018246, 2.378526",51.018246,2.378526
Ce,16275,Ce Hauts De France,59410,Dunkerque Centre/59410,PLACE DE LA REPUBLIQUE,Dunkerque,59140.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"51.032209, 2.375574",51.032209,2.375574
Ce,16275,Ce Hauts De France,59426,Hondschoote/59426,27 PLACE DU GENERAL DE GAULLE,Hondschoote,59122.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.981931, 2.585809",50.981931,2.585809
Ce,16275,Ce Hauts De France,59429,Wormhout/59429,53 PLACE DU GENERAL DE GAULLE,Wormhout,59470.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.882856, 2.467995",50.882856,2.467995
Ce,16275,Ce Hauts De France,59617,La Madeleine/59617,172 RUE DU GENERAL DE GAULLE,La Madeleine,59110.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.655126, 3.073867",50.655126,3.073867
Ce,16275,Ce Hauts De France,59826,Roubaix Puget/59826,112 BOULEVARD DE FOURMIES,Roubaix,59100.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.675154, 3.182235",50.675154,3.182235
Ce,16275,Ce Hauts De France,59612,Lambersart Lomme/59612,305 AVENUE DE DUNKERQUE LOMME,Lille,59160.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.659375, 2.975883",50.659375,2.975883
Ce,16275,Ce Hauts De France,59646,Perenchies/59646,1 PLACE DU GENERAL DE GAULLE,Perenchies,59840.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.668151, 2.973429",50.668151,2.973429
Ce,16275,Ce Hauts De France,59635,Lesquin/59635,102 RUE FAIDHERBE,Lesquin,59810.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gab,disponible,"50.590477, 3.116473",50.590477,3.116473
Ce,16275,Ce Hauts De France,59624,Seclin/59624,15BIS ROUTE DE LILLE,Seclin,59113.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.560703, 3.036573",50.560703,3.036573
Ce,16275,Ce Hauts De France,59645,Quesnoy Sur Deule/59645,26 RUE BELLE CROIX,Quesnoy-Sur-Deule,59890.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.712026, 2.998835",50.712026,2.998835
Ce,16275,Ce Hauts De France,59641,Lille Moulins/59641,18 RUE D ARRAS,Lille,59000.0,Interne,TLJ {00:00-23:59},Gab,disponible,"50.62365, 3.067804",50.62365,3.067804
Ce,16275,Ce Hauts De France,59844,Baisieux/59844,AVENUE D OGIMONTGALERIE MARCHANDE CHAMPION,Baisieux,59780.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,16275,Ce Hauts De France,59428,Teteghem/59428,30 RUE DE LA MAIRIE,Teteghem,59229.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"51.018076, 2.443068",51.018076,2.443068
Ce,16275,Ce Hauts De France,59634,Templeuve/59634,16 PLACE DU GENERAL DE GAULLE,Templeuve,59242.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gab,disponible,"50.526592, 3.169944",50.526592,3.169944
Ce,16275,Ce Hauts De France,59636,Annoeullin/59636,2 PLACE DU GENERAL DE GAULLE,Annoeullin,59112.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.529255, 2.931192",50.529255,2.931192
Ce,16275,Ce Hauts De France,59684,Pont A Marcq/59684,136 RUE NATIONALE,Pont-A-Marcq,59170.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,,,
Ce,16275,Ce Hauts De France,59834,Leers/59834,25 RUE DES PATRIOTES,Leers,59115.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.678954, 3.247131",50.678954,3.247131
Ce,16275,Ce Hauts De France,59629,Lomme Bourg/59629,894 AVENUE DE DUNKERQUE LOMME,Lille,59160.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.659375, 2.975883",50.659375,2.975883
Ce,16275,Ce Hauts De France,59664,La Chapelle D'Armentieres/59664,397 ROUTE NATIONALE,La Chapelle-D'Armentieres,59390.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gab,disponible,"50.666849, 3.209",50.666849,3.209
Ce,16275,Ce Hauts De France,59038,Douai Bureau Urbain/59038,10 RUE CHARLES MATHIEU,Douai,59500.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gab,disponible,"50.376255, 3.066387",50.376255,3.066387
Ce,16275,Ce Hauts De France,59067,Sin Le Noble/59067,PLACE JEAN JAURES,Sin-Le-Noble,59450.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.364583, 3.113444",50.364583,3.113444
Ce,16275,Ce Hauts De France,59053,Somain/59053,1BIS PLACE JEAN JAURES,Somain,59490.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.358903, 3.281115",50.358903,3.281115
Ce,16275,Ce Hauts De France,59023,Solesmes/59023,1 RUE EMILE DUEE,Solesmes,59730.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.184645, 3.498313",50.184645,3.498313
Ce,16275,Ce Hauts De France,59081,Maubeuge/59081,28 AVENUE DE VERDUN,Maubeuge,59600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.274267, 3.971654",50.274267,3.971654
Ce,16275,Ce Hauts De France,59082,Hautmont/59082,22 PLACE DU GENERAL DE GAULLE,Hautmont,59330.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.250593, 3.920895",50.250593,3.920895
Ce,16275,Ce Hauts De France,59008,Saint Saulve/59008,149 RUE JEAN JAURES,Saint-Saulve,59880.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.36966, 3.552981",50.36966,3.552981
Ce,16275,Ce Hauts De France,59013,Bouchain/59013,72 ET 76 RUE HENRI BOCQUET,Bouchain,59111.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,hors service,"50.281878, 3.319744",50.281878,3.319744
Ce,16275,Ce Hauts De France,59045,Proville/59045,2 RUE DE LA PAIX,Proville,59267.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.162686, 3.206554",50.162686,3.206554
Ce,16275,Ce Hauts De France,59022,Wallers/59022,7 RUE MARCEL DANNA,Wallers,59135.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.373278, 3.392089",50.373278,3.392089
Ce,16275,Ce Hauts De France,59017,Blanc Misseron/59017,9 RUE DE CONDE,Quievrechain,59920.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.40289, 3.666518",50.40289,3.666518
Ce,16275,Ce Hauts De France,59030,Anzin/59030,1 PLACE ROGERUE SALENGRO,Anzin,59410.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"50.371098, 3.5028",50.371098,3.5028
Ce,16275,Ce Hauts De France,59087,Louvroil/59087,85 ROUTE D AVESNES,Louvroil,59720.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.263669, 3.962119",50.263669,3.962119
Ce,16275,Ce Hauts De France,59084,Jeumont/59084,24 ET 26 RUE HECTORUE DESPRET,Jeumont,59460.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,hors service,"50.296376, 4.09797",50.296376,4.09797
Ce,16275,Ce Hauts De France,59001,Valenciennes Nungesser/59001,43B AVENUE DE REIMS,Valenciennes,59300.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.345651, 3.525372",50.345651,3.525372
Ce,16275,Ce Hauts De France,59001,Valenciennes Nungesser/59001,43B AVENUE DE REIMS,Valenciennes,59300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.345651, 3.525372",50.345651,3.525372
Ce,16275,Ce Hauts De France,59015,Vieux Conde/59015,101 PLACE DE LA REPUBLIQUE,Vieux-Conde,59690.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.457144, 3.56903",50.457144,3.56903
Ce,16275,Ce Hauts De France,62523,Coulogne/62523,230 RUE DES HAUTS CHAMPS,Coulogne,62137.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.926798, 1.871255",50.926798,1.871255
Ce,16275,Ce Hauts De France,62535,Calais Lafayette/62535,6 ET 8 BOULEVARD LAFAYETTE,Calais,62100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.946215, 1.859783",50.946215,1.859783
Ce,16275,Ce Hauts De France,62595,Audruicq/62595,37 PLACE DU GENERAL DE GAULLE,Audruicq,62370.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.878211, 2.080528",50.878211,2.080528
Ce,16275,Ce Hauts De France,62427,Wimereux/62427,29 RUE CARNOT,Wimereux,62930.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.76853, 1.611552",50.76853,1.611552
Ce,16275,Ce Hauts De France,62415,Boulogne Saint Nicolas/62415,9 RUE SAINT NICOLAS,Boulogne-Sur-Mer,62200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.722792, 1.607475",50.722792,1.607475
Ce,16275,Ce Hauts De France,62460,Montreuil Sur Mer/62460,10 PLACE DU GENERAL DE GAULLE,Montreuil,62170.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Dvv,disponible,"50.460737, 1.759615",50.460737,1.759615
Ce,16275,Ce Hauts De France,62471,Le Touquet/62471,54 RUE DE LONDRES,Le Touquet-Paris-Plage,62520.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.524213, 1.584693",50.524213,1.584693
Ce,16275,Ce Hauts De France,62742,Lievin Defernez/62742,12B PLACE GAMBETTA,Lievin,62800.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.419845, 2.77872",50.419845,2.77872
Ce,16275,Ce Hauts De France,62651,Sallaumines/62651,62 RUE LAMENDIN,Sallaumines,62430.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.420044, 2.86145",50.420044,2.86145
Ce,16275,Ce Hauts De France,62711,Noeux Les Mines/62711,155 ROUTE NATIONALE,Noeux-Les-Mines,62290.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.474361, 2.666998",50.474361,2.666998
Ce,16275,Ce Hauts De France,62302,Beuvry/62302,10 PLACE ROGERUE SALENGRO,Beuvry,62660.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.521908, 2.682142",50.521908,2.682142
Ce,16275,Ce Hauts De France,62319,Lillers/62319,24 PLACE JEAN JAURES,Lillers,62190.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,hors service,"50.561938, 2.482281",50.561938,2.482281
Ce,16275,Ce Hauts De France,62256,Bapaume/62256,1 RUE DE LA REPUBLIQUE,Bapaume,62450.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.101979, 2.851913",50.101979,2.851913
Ce,16275,Ce Hauts De France,62424,Marquise/62424,15B PLACE LOUIS LE SENECHAL,Marquise,62250.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.813967, 1.703805",50.813967,1.703805
Ce,16275,Ce Hauts De France,62235,Arras Blancs Monts/62235,29 AVENUE DE L HIPPODROME,Arras,62000.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.292937, 2.749678",50.292937,2.749678
Ce,16275,Ce Hauts De France,62303,Chocques/62303,181 RUE PRINCIPALE,Chocques,62920.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.540413, 2.571644",50.540413,2.571644
Ce,16275,Ce Hauts De France,62265,Dainville/62265,135 AVENUE LAVOISIER,Dainville,62000.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.287144, 2.744601",50.287144,2.744601
Ce,16275,Ce Hauts De France,62273,Frevent/62273,1 RUE DU GENERAL DE GAULLE,Frevent,62270.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.27797, 2.293291",50.27797,2.293291
Ce,16275,Ce Hauts De France,2601,Saint-Quentin Centre/02601,15 RUE VICTORUE BASCH,Saint-Quentin,2100.0,Interne,Mar au Ven {09:15-18:00} Sam {09:15-12:30},Dvv,disponible,,,
Ce,16275,Ce Hauts De France,59959,Roncq/59959,6 RUE DES ARTS,Roncq,59223.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.753273, 3.122226",50.753273,3.122226
Ce,16275,Ce Hauts De France,2548,Hirson/02548,21 RUE EMILE ZOLA,Hirson,2500.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,16275,Ce Hauts De France,60520,Ribecourt/60520,115 RUE DE PARIS,Ribecourt-Dreslincourt,60170.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"49.509339, 2.922109",49.509339,2.922109
Ce,16275,Ce Hauts De France,80163,Flixecourt/80163,44 RUE ROGERUE GODARD,Flixecourt,80420.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.014916, 2.08085",50.014916,2.08085
Ce,16275,Ce Hauts De France,80163,Flixecourt/80163,44 RUE ROGERUE GODARD,Flixecourt,80420.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.014916, 2.08085",50.014916,2.08085
Ce,16275,Ce Hauts De France,80255,Amiens Montieres/80255,387 RUE D ABBEVILLE,Amiens,80000.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"49.910531, 2.256795",49.910531,2.256795
Ce,16275,Ce Hauts De France,60130,Bresles/60130,5 PLACE DU 11 NOVEMBRE,Bresles,60510.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"49.408694, 2.251115",49.408694,2.251115
Ce,16275,Ce Hauts De France,2505,Laon Champagne/02505,12B AVENUE DE L EUROPE,Laon,2000.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Dvv,disponible,,,
Ce,16275,Ce Hauts De France,80137,Saint Valery/80137,13 QUAI ROMEREL,Saint-Valery-Sur-Somme,80230.0,Interne,Mar et Mer et Ven {09:00-12:45 14:00-18:00} Jeu {09:00-12:45 15:00-18:00} Sam {09:00-15:00},Gdv,disponible,"50.186854, 1.636045",50.186854,1.636045
Ce,16275,Ce Hauts De France,80244,Camon/80244,3 PLACE DU GENERAL LECLERC,Camon,80450.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"49.887872, 2.343311",49.887872,2.343311
Ce,16275,Ce Hauts De France,2618,Origny Sainte-Benoite/02618,25 PLACE JEAN MERMOZ,Origny-Sainte-Benoite,2390.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,hors service,,,
Ce,16275,Ce Hauts De France,60171,Songeons/60171,1 PLACE DU GENERAL DE GAULLE,Songeons,60380.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"49.548132, 1.853446",49.548132,1.853446
Ce,16275,Ce Hauts De France,2137,Villers Cotterets/02137,6 RUE DE VERDUN,Villers-Cotterets,2600.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,,,
Ce,16275,Ce Hauts De France,60835,Creil Jaures/60835,1 RUE JULES UHRY,Creil,60100.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"49.263156, 2.470555",49.263156,2.470555
Ce,16275,Ce Hauts De France,80237,Pont De Metz/80237,30 PLACE DU GENERAL LECLERC,Pont-De-Metz,80480.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"49.875695, 2.24937",49.875695,2.24937
Ce,16275,Ce Hauts De France,60172,Saint-Just En Chaussee/60172,7 RUE DE BEAUVAIS,Saint-Just-En-Chaussee,60130.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"49.506227, 2.432539",49.506227,2.432539
Ce,16275,Ce Hauts De France,59969,Tourcoing Centre/59969,36 RUE NATIONALE,Tourcoing,59200.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.724241, 3.157876",50.724241,3.157876
Ce,16275,Ce Hauts De France,59550,Hazebrouck/59550,6 RUE WAREIN,Hazebrouck,59190.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.723295, 2.534918",50.723295,2.534918
Ce,16275,Ce Hauts De France,62309,Bethune Centre/62309,9 GRAND PLACE,Bethune,62400.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.531159, 2.638535",50.531159,2.638535
Ce,16275,Ce Hauts De France,62580,Aire Sur La Lys/62580,35 RUE SAINT OMER,Aire-Sur-La-Lys,62120.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.640395, 2.397101",50.640395,2.397101
Ce,16275,Ce Hauts De France,62580,Aire Sur La Lys/62580,35 RUE SAINT OMER,Aire-Sur-La-Lys,62120.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"50.640395, 2.397101",50.640395,2.397101
Ce,16275,Ce Hauts De France,60101,Beauvais Centre/60101,29 RUE JEAN VAST,Beauvais,60004.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,16275,Ce Hauts De France,60101,Beauvais Centre/60101,29 RUE JEAN VAST,Beauvais,60004.0,Interne,Mar et Mer et Ven {09:00-12:45 14:00-18:00} Jeu {09:00-12:45 15:00-18:00} Sam {09:00-15:00},Dvv,disponible,,,
Ce,16275,Ce Hauts De France,59801,Croix Saint Martin/59801,8 PLACE DE LA REPUBLIQUE,Croix,59170.0,Interne,Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30},Gdv,disponible,"50.6742, 3.147305",50.6742,3.147305
Ce,16275,Ce Hauts De France,59801,Croix Saint Martin/59801,8 PLACE DE LA REPUBLIQUE,Croix,59170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.6742, 3.147305",50.6742,3.147305
Bp,10207,Bp Rives De Paris,154,Montmorency/00154,3 PLACE ROGERUE LEVANNEUR,Montmorency,95160.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.988232, 2.318634",48.988232,2.318634
Bp,10207,Bp Rives De Paris,158,Pont-Ste-Maxence/00158,4 RUE JEAN PERRONET,Pont Ste Maxence,60700.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"49.302081, 2.604364",49.302081,2.604364
Bp,10207,Bp Rives De Paris,160,Creil/00160,18 AVENUE ANTOINE CHANUT,Creil,60100.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"49.262554, 2.47177",49.262554,2.47177
Bp,10207,Bp Rives De Paris,184,Abbesses/00184,36 RUE LEPIC,Paris,75018.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.885895, 2.33487",48.885895,2.33487
Bp,10207,Bp Rives De Paris,185,Lafayette/00185,95 RUE LAFAYETTE,Paris,75010.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.877471, 2.349625",48.877471,2.349625
Bp,10207,Bp Rives De Paris,194,Flandre/00194,109 - 115 AVENUE DE FLANDRE,Paris,75019.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.889592, 2.375528",48.889592,2.375528
Bp,10207,Bp Rives De Paris,205,Clichy Les Allees/00205,57 BOULEVARD DU GENERAL LECLERC,Clichy,92110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.902738, 2.313308",48.902738,2.313308
Bp,10207,Bp Rives De Paris,210,Mennecy/00210,47 BOULEVARD CHARLES DE GAULLE,Mennecy,91540.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.564989, 2.43785",48.564989,2.43785
Bp,10207,Bp Rives De Paris,210,Mennecy/00210,47 BOULEVARD CHARLES DE GAULLE,Mennecy,91540.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.564989, 2.43785",48.564989,2.43785
Bp,10207,Bp Rives De Paris,217,Lisses/00217,25 RUE DE PARIS,Lisses,91090.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.598778, 2.424704",48.598778,2.424704
Bp,10207,Bp Rives De Paris,237,Cormeilles-En-Parisis/00237,1 AVENUE FOCH -1 RUE BOELDIEU,Cormeilles En Parisis,95240.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.968954, 2.193571",48.968954,2.193571
Bp,10207,Bp Rives De Paris,319,Cite De La Musique/00319,191 - 193 AVENUE JEAN JAURES,Paris,75019.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.88825, 2.389765",48.88825,2.389765
Bp,10207,Bp Rives De Paris,98,Bagneux Centre/00098,3 PLACE DE LA REPUBLIQUE,Bagneux,92220.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.796025, 2.30184",48.796025,2.30184
Bp,10207,Bp Rives De Paris,10,Montlhery/00010,22 ROUTE D ORLEANS,Montlhery,91310.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.639639, 2.268218",48.639639,2.268218
Bp,10207,Bp Rives De Paris,13,Italie/00013,63 AVENUE D ITALIE,Paris,75013.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.825941, 2.35764",48.825941,2.35764
Bp,10207,Bp Rives De Paris,15,Angerville/00015,14 RUE NATIONALE,Angerville,91670.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.312552, 1.999208",48.312552,1.999208
Bp,10207,Bp Rives De Paris,15,Angerville/00015,14 RUE NATIONALE,Angerville,91670.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.312552, 1.999208",48.312552,1.999208
Bp,10207,Bp Rives De Paris,22,Montparnasse/00022,31 BOULEVARD EDGARUE QUINET,Paris,75014.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.841603, 2.322895",48.841603,2.322895
Bp,10207,Bp Rives De Paris,30,Cachan/00030,7 - 9 AVENUE ARISTIDE BRIAND,Cachan,94230.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.800948, 2.323833",48.800948,2.323833
Bp,10207,Bp Rives De Paris,35,Grenelle/00035,60 BOULEVARD DE GRENELLE,Paris,75015.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.850415, 2.294356",48.850415,2.294356
Bp,10207,Bp Rives De Paris,37,Maine/00037,31 RUE MAURICE RIPOCHE,Paris,75014.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.832792, 2.324424",48.832792,2.324424
Bp,10207,Bp Rives De Paris,41,Notre-Dame/00041,54-56 BOULEVARD ST GERMAIN,Paris,75005.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.850017, 2.349436",48.850017,2.349436
Bp,10207,Bp Rives De Paris,45,Bourg-La-Reine/00045,99 AVENUE DU GENERAL LECLERC,Bourg La Reine,92340.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.779153, 2.315299",48.779153,2.315299
Bp,10207,Bp Rives De Paris,48,Draveil/00048,194 AVENUE HENRI BARBUSSE,Draveil,91210.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.68392, 2.408507",48.68392,2.408507
Bp,10207,Bp Rives De Paris,50,Verrieres/00050,14 RUE DE PARON,Verrieres Le Buisson,91370.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.746945, 2.266359",48.746945,2.266359
Bp,10207,Bp Rives De Paris,67,Bretigny/00067,15 RUE DE LA PAIX,Bretigny Sur Orge,91220.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.608391, 2.305461",48.608391,2.305461
Bp,10207,Bp Rives De Paris,67,Bretigny/00067,15 RUE DE LA PAIX,Bretigny Sur Orge,91220.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.608391, 2.305461",48.608391,2.305461
